ENSMUSG00000102693.2	4933401J01Rik
ENSMUSG00000087810.3	Gm25113
ENSMUSG00000056158.15	Car10
ENSMUSG00000119015.1	Gm24856
ENSMUSG00000082453.2	Gm11502
ENSMUSG00000080872.2	Gm11506
ENSMUSG00000054079.13	Utp18
ENSMUSG00000059474.14	Mbtd1
ENSMUSG00000020857.12	Nme2
ENSMUSG00000091228.2	Gm20390
ENSMUSG00000037601.12	Nme1
ENSMUSG00000020859.18	Spag9
ENSMUSG00000081604.6	Gm11518
ENSMUSG00000086003.9	B230206L02Rik
ENSMUSG00000120459.1	Gm57343
ENSMUSG00000037573.6	Tob1
ENSMUSG00000044177.5	Wfikkn2
ENSMUSG00000094091.4	Ankrd40cl
ENSMUSG00000020863.16	Luc7l3
ENSMUSG00000020864.14	Ankrd40
ENSMUSG00000020865.17	Abcc3
ENSMUSG00000020866.18	Cacna1g
ENSMUSG00000020867.14	Spata20
ENSMUSG00000010080.16	Epn3
ENSMUSG00000039110.16	Mycbpap
ENSMUSG00000039096.11	Rsad1
ENSMUSG00000076435.4	Acsf2
ENSMUSG00000039084.9	Chad
ENSMUSG00000082945.2	Gm11540
ENSMUSG00000020869.9	Lrrc59
ENSMUSG00000039055.5	Eme1
ENSMUSG00000024414.14	Mrpl27
ENSMUSG00000020868.16	Xylt2
ENSMUSG00000085051.2	Gm11542
ENSMUSG00000056008.2	Gm11541
ENSMUSG00000020870.8	Cdc34b
ENSMUSG00000075611.6	Gm11545
ENSMUSG00000075610.10	Tmem92
ENSMUSG00000083227.2	Gm11546
ENSMUSG00000081478.2	AA623943
ENSMUSG00000081007.2	Gm11543
ENSMUSG00000081586.4	Gm11544
ENSMUSG00000043522.9	A430060F13Rik
ENSMUSG00000064512.4	Gm22456
ENSMUSG00000001506.11	Col1a1
ENSMUSG00002075548.1	Gm56393
ENSMUSG00000001508.16	Sgca
ENSMUSG00000038994.7	H1f9
ENSMUSG00000038976.13	Ppp1r9b
ENSMUSG00000047181.13	Samd14
ENSMUSG00000038967.14	Pdk2
ENSMUSG00000087630.2	Gm11513
ENSMUSG00000001507.17	Itga3
ENSMUSG00000120792.1	Gm57362
ENSMUSG00000001510.9	Dlx3
ENSMUSG00000119939.1	Gm38659
ENSMUSG00000020871.9	Dlx4
ENSMUSG00000086552.5	Dlx4os
ENSMUSG00000083548.2	Gm11514
ENSMUSG00000085992.2	Gm11515
ENSMUSG00000020872.5	Tac4
ENSMUSG00000038909.18	Kat7
ENSMUSG00000085143.3	Gm11520
ENSMUSG00000085509.2	Gm11521
ENSMUSG00000038893.13	Fam117a
ENSMUSG00000101258.2	Gm29477
ENSMUSG00000020873.16	Slc35b1
ENSMUSG00000057522.16	Spop
ENSMUSG00000083208.2	Gm11522
ENSMUSG00000046719.8	Nxph3
ENSMUSG00000000120.7	Ngfr
ENSMUSG00000084856.2	Gm11528
ENSMUSG00000038845.12	Phb
ENSMUSG00000045075.4	Gm9796
ENSMUSG00000086191.3	Zfp652os
ENSMUSG00000075595.10	Zfp652
ENSMUSG00000082981.2	Polr2k-ps
ENSMUSG00000050860.7	Phospho1
ENSMUSG00000018381.16	Abi3
ENSMUSG00000038811.14	Gngt2
ENSMUSG00000085578.2	Gm11527
ENSMUSG00000086015.3	4833417C18Rik
ENSMUSG00000013418.9	B4galnt2
ENSMUSG00000086255.2	Gm11534
ENSMUSG00000088854.4	Gm24725
ENSMUSG00000013415.10	Igf2bp1
ENSMUSG00000093358.3	Mir3063
ENSMUSG00000099928.2	Gm29202
ENSMUSG00000103376.3	Gm37179
ENSMUSG00000014351.13	Gip
ENSMUSG00000119079.1	Gm24949
ENSMUSG00000006058.11	Snf8
ENSMUSG00000014349.8	Ube2z
ENSMUSG00000006057.16	Atp5mc1
ENSMUSG00000064795.3	Gm22423
ENSMUSG00000006056.15	Calcoco2
ENSMUSG00000038756.14	Ttll6
ENSMUSG00000086337.2	Gm11535
ENSMUSG00000049604.4	Hoxb13
ENSMUSG00002075973.1	Gm56412
ENSMUSG00002076964.1	Gm56413
ENSMUSG00000120888.1	Gm11538
ENSMUSG00000083337.2	Gm11539
ENSMUSG00000078706.6	Gm53
ENSMUSG00000065546.3	Mir196a-1
ENSMUSG00000020875.10	Hoxb9
ENSMUSG00000056648.7	Hoxb8
ENSMUSG00000038721.9	Hoxb7
ENSMUSG00000085645.3	Hoxb5os
ENSMUSG00000000690.6	Hoxb6
ENSMUSG00000038700.5	Hoxb5
ENSMUSG00000065519.3	Mir10a
ENSMUSG00000038692.9	Hoxb4
ENSMUSG00000048763.12	Hoxb3
ENSMUSG00000075589.4	Gm11536
ENSMUSG00000084844.5	Hoxb3os
ENSMUSG00000075588.7	Hoxb2
ENSMUSG00000018973.3	Hoxb1
ENSMUSG00000075587.6	Gm11531
ENSMUSG00000075586.5	Gm11529
ENSMUSG00000057058.17	Skap1
ENSMUSG00000085242.2	Gm11537
ENSMUSG00000020876.15	Snx11
ENSMUSG00000018666.14	Cbx1
ENSMUSG00000081249.4	Gm11517
ENSMUSG00000038615.18	Nfe2l1
ENSMUSG00000120186.1	Gm57378
ENSMUSG00000018672.16	Copz2
ENSMUSG00000065515.3	Mir152
ENSMUSG00000087117.9	Gm11523
ENSMUSG00000083651.2	Gm11524
ENSMUSG00000120942.1	Gm57375
ENSMUSG00000018669.15	Cdk5rap3
ENSMUSG00000078700.12	D030028A08Rik
ENSMUSG00000085307.2	Gm11525
ENSMUSG00000047040.10	Prr15l
ENSMUSG00000018659.13	Pnpo
ENSMUSG00000018678.14	Sp2
ENSMUSG00000038560.8	Sp6
ENSMUSG00000087067.2	Gm11532
ENSMUSG00000020877.12	Scrn2
ENSMUSG00000020878.7	Lrrc46
ENSMUSG00000081860.2	Gm11533
ENSMUSG00000001445.11	Mrpl10
ENSMUSG00000085262.2	Gm11574
ENSMUSG00000038534.21	Osbpl7
ENSMUSG00000098769.3	Mir8103
ENSMUSG00000084068.2	Gm11573
ENSMUSG00000001444.3	Tbx21
ENSMUSG00000084368.2	Gm11572
ENSMUSG00000038517.16	Tbkbp1
ENSMUSG00000099286.3	Mir7235
ENSMUSG00000001440.6	Kpnb1
ENSMUSG00000084936.2	Gm11583
ENSMUSG00000121247.1	Gm57404
ENSMUSG00000001441.14	Npepps
ENSMUSG00000086680.3	Gm11592
ENSMUSG00000119952.1	Gm31005
ENSMUSG00000120452.1	Gm57342
ENSMUSG00000018882.13	Mrpl45
ENSMUSG00000081958.2	Gm11594
ENSMUSG00000070337.5	Gpr179
ENSMUSG00000038485.7	Socs7
ENSMUSG00000121148.1	Gm57393
ENSMUSG00000049807.17	Arhgap23
ENSMUSG00000047988.2	4933428G20Rik
ENSMUSG00000038453.18	Srcin1
ENSMUSG00000087042.2	Gm11611
ENSMUSG00000085860.3	2410003L11Rik
ENSMUSG00000043439.6	Epop
ENSMUSG00000085586.3	Gm11613
ENSMUSG00002075001.1	Gm54799
ENSMUSG00000038437.12	Mllt6
ENSMUSG00000098881.3	Mir6927
ENSMUSG00000078695.9	Cisd3
ENSMUSG00000018537.17	Pcgf2
ENSMUSG00000069744.8	Psmb3
ENSMUSG00000018547.9	Pip4k2b
ENSMUSG00000085145.2	Gm11614
ENSMUSG00000098919.3	Mir8102
ENSMUSG00000018541.11	Cwc25
ENSMUSG00000084168.4	Atp5l2-ps
ENSMUSG00000018543.9	1700001P01Rik
ENSMUSG00000071415.7	Rpl23
ENSMUSG00002075586.1	Gm54825
ENSMUSG00000064901.3	Snora21
ENSMUSG00000038366.16	Lasp1
ENSMUSG00000050538.9	B230217C12Rik
ENSMUSG00000070336.4	Fbxo47
ENSMUSG00000086917.3	Gm11630
ENSMUSG00000017417.15	Plxdc1
ENSMUSG00002076152.1	Gm54848
ENSMUSG00000082715.2	Gm11633
ENSMUSG00000038352.16	Arl5c
ENSMUSG00000020882.19	Cacnb1
ENSMUSG00000086716.2	Gm11629
ENSMUSG00000017404.13	Rpl19
ENSMUSG00002076889.1	Gm54878
ENSMUSG00000017400.11	Stac2
ENSMUSG00000084079.2	Gm11631
ENSMUSG00000020883.19	Fbxl20
ENSMUSG00000084896.2	Gm11632
ENSMUSG00000018160.16	Med1
ENSMUSG00000085897.3	Gm11604
ENSMUSG00000003119.15	Cdk12
ENSMUSG00002075227.1	Gm54932
ENSMUSG00000093176.3	Mir5119
ENSMUSG00002074991.1	Gm54933
ENSMUSG00000093673.2	Gm20644
ENSMUSG00000038255.7	Neurod2
ENSMUSG00000061718.13	Ppp1r1b
ENSMUSG00000085944.2	1700003D09Rik
ENSMUSG00000018167.11	Stard3
ENSMUSG00000007877.3	Tcap
ENSMUSG00000038216.8	Pnmt
ENSMUSG00000038208.14	Pgap3
ENSMUSG00000062312.6	Erbb2
ENSMUSG00002076412.1	Gm54986
ENSMUSG00000002580.8	Mien1
ENSMUSG00000084835.2	Gm12352
ENSMUSG00000019312.11	Grb7
ENSMUSG00000018168.9	Ikzf3
ENSMUSG00000084621.4	Gm25106
ENSMUSG00000017195.16	Zpbp2
ENSMUSG00000038150.8	Ormdl3
ENSMUSG00000086545.5	Lrrc3c
ENSMUSG00000078134.2	Srsf3-ps
ENSMUSG00000064224.11	Gsdma3
ENSMUSG00000017211.15	Gsdma2
ENSMUSG00000017204.5	Gsdma
ENSMUSG00000017221.15	Psmd3
ENSMUSG00000085955.2	Gm12356
ENSMUSG00000038067.3	Csf3
ENSMUSG00000017210.15	Med24
ENSMUSG00000088169.3	Gm22059
ENSMUSG00000058756.14	Thra
ENSMUSG00000121096.1	Gm57390
ENSMUSG00000020889.12	Nr1d1
ENSMUSG00000052915.15	Msl1
ENSMUSG00000075576.13	Gm12359
ENSMUSG00000078676.10	Casc3
ENSMUSG00000038020.6	Rapgefl1
ENSMUSG00000038013.15	Wipf2
ENSMUSG00002075277.1	Gm55093
ENSMUSG00000017499.16	Cdc6
ENSMUSG00000037992.17	Rara
ENSMUSG00000118885.1	Gm22061
ENSMUSG00000047197.2	Gjd3
ENSMUSG00000020914.18	Top2a
ENSMUSG00002076326.1	Gm55134
ENSMUSG00000065262.3	Gm23451
ENSMUSG00000017493.13	Igfbp4
ENSMUSG00000017607.10	Tns4
ENSMUSG00000037944.9	Ccr7
ENSMUSG00000121029.1	Gm57398
ENSMUSG00000120781.1	Gm57360
ENSMUSG00000120714.1	Gm57358
ENSMUSG00000037935.17	Smarce1
ENSMUSG00000035849.15	Krt222
ENSMUSG00000020913.4	Krt24
ENSMUSG00000083666.2	Gm12358
ENSMUSG00000035831.3	Krt25
ENSMUSG00000075570.3	Krt26
ENSMUSG00000017588.3	Krt27
ENSMUSG00000055937.2	Krt28
ENSMUSG00000019761.11	Krt10
ENSMUSG00000087692.2	Gm11940
ENSMUSG00000020912.5	Krt12
ENSMUSG00000084890.3	A830036E02Rik
ENSMUSG00000035775.3	Krt20
ENSMUSG00000006777.8	Krt23
ENSMUSG00000064165.9	Krt39
ENSMUSG00000059169.10	Krt40
ENSMUSG00000069722.5	Krtap3-3
ENSMUSG00000069721.3	Krtap3-2
ENSMUSG00000078132.2	Gm11939
ENSMUSG00000047564.5	Krtap3-1
ENSMUSG00000047253.5	Krtap1-5
ENSMUSG00000075567.5	Krtap1-4
ENSMUSG00000078131.2	Krtap1-3
ENSMUSG00000049809.3	Krtap9-3
ENSMUSG00000057674.4	Gm11938
ENSMUSG00000058725.2	Gm11937
ENSMUSG00000060756.6	Krtap2-4
ENSMUSG00000062278.3	Gm11562
ENSMUSG00000063251.7	Krtap4-1
ENSMUSG00000044649.5	Krtap4-2
ENSMUSG00000045109.7	Krtap4-7
ENSMUSG00000078130.6	Gm11555
ENSMUSG00000069718.5	Gm11563
ENSMUSG00000082020.2	Gm14182
ENSMUSG00000075566.3	Krtap4-6
ENSMUSG00000082900.2	Gm11557
ENSMUSG00000082344.2	4930415H17Rik
ENSMUSG00000078276.2	Gm14190
ENSMUSG00000118602.2	Gm52959
ENSMUSG00000118634.2	Gm52961
ENSMUSG00000118639.2	Gm52962
ENSMUSG00000083581.2	Gm14186
ENSMUSG00000078270.4	Gm14193
ENSMUSG00000078269.2	Gm14180
ENSMUSG00000118609.2	Gm52963
ENSMUSG00000078263.2	Gm14188
ENSMUSG00000078668.4	Gm11595
ENSMUSG00000089724.2	Krtap4-8
ENSMUSG00000078262.6	Krtap4-9
ENSMUSG00000078261.2	Gm11596
ENSMUSG00000078260.2	Gm11569
ENSMUSG00000078259.4	Gm11554
ENSMUSG00000048294.5	Krtap4-13
ENSMUSG00000078258.2	Gm11564
ENSMUSG00000078257.3	2300003K06Rik
ENSMUSG00000082531.2	Gm11556
ENSMUSG00000046474.10	Krtap4-16
ENSMUSG00000119936.1	Gm26324
ENSMUSG00000069717.8	Gm11568
ENSMUSG00000090225.2	Gm11559
ENSMUSG00000070335.5	Krtap9-1
ENSMUSG00000059845.6	Gm11567
ENSMUSG00000082993.2	Gm11566
ENSMUSG00000070334.5	Krtap31-1
ENSMUSG00000078256.4	Gm11565
ENSMUSG00000086688.5	Gm11560
ENSMUSG00000051481.6	Krtap31-2
ENSMUSG00000078255.2	Krtap9-5
ENSMUSG00000082798.2	Gm11561
ENSMUSG00000081547.2	Gm11553
ENSMUSG00000078254.2	Krtap29-1
ENSMUSG00000078253.4	Krtap16-1
ENSMUSG00000082591.2	Gm11558
ENSMUSG00000078252.2	Krtap17-1
ENSMUSG00000035592.3	Krt33a
ENSMUSG00000057723.4	Krt33b
ENSMUSG00000043485.3	Krt34
ENSMUSG00000048981.2	Krt31
ENSMUSG00000087581.2	Gm11571
ENSMUSG00000118536.2	Gm52966
ENSMUSG00000046095.7	Krt32
ENSMUSG00000048013.10	Krt35
ENSMUSG00000020916.9	Krt36
ENSMUSG00000086702.2	Gm12347
ENSMUSG00000044041.5	Krt13
ENSMUSG00000054146.9	Krt15
ENSMUSG00000020911.15	Krt19
ENSMUSG00000051617.4	Krt9
ENSMUSG00000045545.9	Krt14
ENSMUSG00000084257.2	Gm11597
ENSMUSG00000082456.2	Gm11598
ENSMUSG00000053797.11	Krt16
ENSMUSG00000035557.10	Krt17
ENSMUSG00000053654.8	Krt42
ENSMUSG00000086163.2	Gm14206
ENSMUSG00000087265.2	Gm12349
ENSMUSG00000035530.14	Eif1
ENSMUSG00000017165.2	Gast
ENSMUSG00000006930.16	Hap1
ENSMUSG00000092509.2	Gm20394
ENSMUSG00000091478.3	Gm10039
ENSMUSG00000001552.15	Jup
ENSMUSG00000086031.2	Gm12348
ENSMUSG00000006931.16	P3h4
ENSMUSG00000001555.11	Fkbp10
ENSMUSG00000017176.18	Nt5c3b
ENSMUSG00000001558.6	Klhl10
ENSMUSG00002076313.1	Gm55321
ENSMUSG00000048732.6	Klhl11
ENSMUSG00000020917.18	Acly
ENSMUSG00000104854.3	Mir7116
ENSMUSG00000006784.15	Odad4
ENSMUSG00000118532.2	Gm53036
ENSMUSG00000006782.17	Cnp
ENSMUSG00000014195.17	Dnajc7
ENSMUSG00000017837.13	Nkiras2
ENSMUSG00000014198.16	Zfp385c
ENSMUSG00000109112.2	Gm44544
ENSMUSG00000085604.2	Dhx58os
ENSMUSG00000017830.16	Dhx58
ENSMUSG00000020918.15	Kat2a
ENSMUSG00000017832.3	Hspb9
ENSMUSG00000019173.12	Rab5c
ENSMUSG00000035355.16	Kcnh4
ENSMUSG00000045471.5	Hcrt
ENSMUSG00000017747.14	Ghdc
ENSMUSG00002076748.1	Gm55417
ENSMUSG00000020919.12	Stat5b
ENSMUSG00000004043.15	Stat5a
ENSMUSG00000004040.17	Stat3
ENSMUSG00000004044.10	Cavin1
ENSMUSG00000120984.1	Gm57383
ENSMUSG00000019302.18	Atp6v0a1
ENSMUSG00000121184.1	Gm57395
ENSMUSG00000098415.3	Mir6928
ENSMUSG00000001751.10	Naglu
ENSMUSG00000019301.6	Hsd17b1
ENSMUSG00000001755.13	Coasy
ENSMUSG00000017801.16	Mlx
ENSMUSG00000019303.15	Psmc3ip
ENSMUSG00000017802.15	Retreg3
ENSMUSG00000035198.10	Tubg1
ENSMUSG00002074941.1	Gm55579
ENSMUSG00000045007.10	Tubg2
ENSMUSG00000035172.16	Plekhh3
ENSMUSG00000017167.7	Cntnap1
ENSMUSG00000044052.4	Ccr10
ENSMUSG00000006920.15	Ezh1
ENSMUSG00000001240.14	Ramp2
ENSMUSG00000078656.12	Vps25
ENSMUSG00000035112.18	Wnk4
ENSMUSG00000085083.2	Gm11615
ENSMUSG00000017188.4	Coa3
ENSMUSG00000078653.5	Cntd1
ENSMUSG00000035086.14	Becn1
ENSMUSG00000084152.2	Gm11617
ENSMUSG00000078652.10	Psme3
ENSMUSG00000078651.9	Aoc2
ENSMUSG00000019326.15	Aoc3
ENSMUSG00000101925.2	Gm28156
ENSMUSG00000083991.2	Gm11618
ENSMUSG00000082478.2	Gm11619
ENSMUSG00002075388.1	Gm55747
ENSMUSG00000118571.2	Gm52986
ENSMUSG00000078650.3	G6pc
ENSMUSG00000064759.4	Gm25475
ENSMUSG00000097239.8	Gm27029
ENSMUSG00000075528.14	Aarsd1
ENSMUSG00000097487.8	Ptges3l
ENSMUSG00000098600.3	Mir6929
ENSMUSG00000035007.6	Rundc1
ENSMUSG00000063316.14	Rpl27
ENSMUSG00000010358.14	Ifi35
ENSMUSG00000086347.2	Gm11626
ENSMUSG00000034993.8	Vat1
ENSMUSG00000001313.13	Rnd2
ENSMUSG00000080839.2	Gm11625
ENSMUSG00000017146.13	Brca1
ENSMUSG00000017119.21	Nbr1
ENSMUSG00000034947.14	Tmem106a
ENSMUSG00000085486.3	Ccdc200
ENSMUSG00000118859.1	Gm26316
ENSMUSG00000086617.2	Gm11635
ENSMUSG00000010362.10	Rdm1
ENSMUSG00000119776.1	Gm23849
ENSMUSG00000118718.1	Gm24950
ENSMUSG00000119892.1	Gm23971
ENSMUSG00000118837.1	Rnu2-10
ENSMUSG00000034936.3	Arl4d
ENSMUSG00000034931.16	Dhx8
ENSMUSG00000017724.15	Etv4
ENSMUSG00000001493.10	Meox1
ENSMUSG00000085594.2	Gm11551
ENSMUSG00000082171.2	Rpl27-ps2
ENSMUSG00000071818.10	4930417O22Rik
ENSMUSG00000001494.7	Sost
ENSMUSG00000093467.2	Gm20659
ENSMUSG00000003518.14	Dusp3
ENSMUSG00000010841.14	Cfap97d1
ENSMUSG00000052373.15	Mpp3
ENSMUSG00000087216.2	E130111B04Rik
ENSMUSG00000017309.12	Cd300lg
ENSMUSG00000017314.13	Mpp2
ENSMUSG00000120019.1	Gm57373
ENSMUSG00000017316.14	Ppy
ENSMUSG00000017311.16	Pyy
ENSMUSG00000084200.2	Gm11584
ENSMUSG00000082045.5	Gm11585
ENSMUSG00000048217.12	Nags
ENSMUSG00000087339.2	Gm11586
ENSMUSG00000020921.7	Tmem101
ENSMUSG00000020922.12	Lsm12
ENSMUSG00000034793.16	G6pc3
ENSMUSG00000008855.18	Hdac5
ENSMUSG00000098863.3	Mir8101
ENSMUSG00000034773.17	Hrob
ENSMUSG00000034768.5	Asb16
ENSMUSG00000034757.16	Tmub2
ENSMUSG00000059995.13	Atxn7l3
ENSMUSG00000020923.18	Ubtf
ENSMUSG00000120603.1	C030013E06Rik
ENSMUSG00000006574.16	Slc4a1
ENSMUSG00000087330.2	Bloodlinc
ENSMUSG00000006575.15	Rundc3a
ENSMUSG00000018677.10	Slc25a39
ENSMUSG00000098774.3	Mir6930
ENSMUSG00000120765.1	Gm57400
ENSMUSG00000120705.1	Gm57356
ENSMUSG00000034708.13	Grn
ENSMUSG00000034685.5	Fam171a2
ENSMUSG00000034664.14	Itga2b
ENSMUSG00002076051.1	Gm56028
ENSMUSG00000034621.15	Gpatch8
ENSMUSG00000082487.2	Gm11628
ENSMUSG00000081677.2	Mdk-ps1
ENSMUSG00000065657.3	Gm25337
ENSMUSG00000078640.10	Gm11627
ENSMUSG00000050288.7	Fzd2
ENSMUSG00000086105.2	Gm11636
ENSMUSG00000086283.8	2810433D01Rik
ENSMUSG00000080992.2	Psmb5-ps
ENSMUSG00002076487.1	Gm56048
ENSMUSG00000051455.14	Meioc
ENSMUSG00000020925.18	Ccdc43
ENSMUSG00000084375.2	Gm11637
ENSMUSG00000086162.2	Gm16342
ENSMUSG00000020926.17	Adam11
ENSMUSG00000034520.15	Gjc1
ENSMUSG00000064788.3	Gm22683
ENSMUSG00000020928.15	Higd1b
ENSMUSG00000020929.15	Eftud2
ENSMUSG00000020930.10	Ccdc103
ENSMUSG00000075510.4	Fam187a
ENSMUSG00000020932.15	Gfap
ENSMUSG00000051378.11	Kif18b
ENSMUSG00000045532.6	C1ql1
ENSMUSG00000085338.2	2410004I01Rik
ENSMUSG00000020935.9	Dcakd
ENSMUSG00000098613.3	Mir6931
ENSMUSG00000020936.9	Nmt1
ENSMUSG00000020937.15	Plcd3
ENSMUSG00000056938.18	Acbd4
ENSMUSG00000120351.1	Gm57337
ENSMUSG00000048878.7	Hexim1
ENSMUSG00000120826.1	Gm57409
ENSMUSG00000043372.13	Hexim2
ENSMUSG00000055805.16	Fmnl1
ENSMUSG00000092371.2	Gm20511
ENSMUSG00000020940.15	Efcab15
ENSMUSG00000044787.8	Spata32
ENSMUSG00000020941.8	Map3k14
ENSMUSG00000078635.4	1700028N14Rik
ENSMUSG00000034255.19	Arhgap27
ENSMUSG00000085887.3	Arhgap27os3
ENSMUSG00000085360.2	Arhgap27os2
ENSMUSG00000085733.2	Arhgap27os1
ENSMUSG00000034247.10	Plekhm1
ENSMUSG00000110636.3	Gm39397
ENSMUSG00000078632.5	Lrrc37a
ENSMUSG00000034239.15	Lrrc37
ENSMUSG00000081676.2	Gm11643
ENSMUSG00000020945.14	Lyzl6
ENSMUSG00000046215.4	Rprml
ENSMUSG00000020946.14	Gosr2
ENSMUSG00000085154.9	C130046K22Rik
ENSMUSG00000086794.2	Gm11642
ENSMUSG00000018486.3	Wnt9b
ENSMUSG00000000125.6	Wnt3
ENSMUSG00000034187.19	Nsf
ENSMUSG00000092540.2	Gm8738
ENSMUSG00000062421.14	Arf2
ENSMUSG00000018634.11	Crhr1
ENSMUSG00000049506.8	Sppl2c
ENSMUSG00000018411.18	Mapt
ENSMUSG00000085134.2	Gm11659
ENSMUSG00000065379.3	Gm22743
ENSMUSG00002075610.1	Gm56150
ENSMUSG00000018412.17	Kansl1
ENSMUSG00002076008.1	Gm56155
ENSMUSG00000121072.1	Gm57388
ENSMUSG00000083782.2	Gm11660
ENSMUSG00000020687.14	Cdc27
ENSMUSG00000061086.13	Myl4
ENSMUSG00000086222.2	Gm11665
ENSMUSG00000086932.2	Gm22000
ENSMUSG00000081588.2	Gm11661
ENSMUSG00000082706.2	Gm11663
ENSMUSG00000020689.5	Itgb3
ENSMUSG00000083748.2	Gm11662
ENSMUSG00000040838.11	Gm11639
ENSMUSG00000081513.2	Gm11623
ENSMUSG00000080694.2	Gm11621
ENSMUSG00000082767.2	Gm11622
ENSMUSG00000084120.2	Gm11624
ENSMUSG00000020690.13	Efcab3
ENSMUSG00000089479.3	Gm25362
ENSMUSG00000121245.1	Gm57401
ENSMUSG00000020691.14	Mettl2
ENSMUSG00002076775.1	Gm56172
ENSMUSG00000081965.2	Gm11620
ENSMUSG00000099681.2	1700052K11Rik
ENSMUSG00000020694.18	Tlk2
ENSMUSG00000020695.15	Mrc2
ENSMUSG00000078627.10	Marchf10
ENSMUSG00000086487.2	Gm11638
ENSMUSG00000086089.2	Gm11640
ENSMUSG00000053580.17	Tanc2
ENSMUSG00002075898.1	Gm56193
ENSMUSG00000083465.2	Gm11652
ENSMUSG00000081270.2	Gm11653
ENSMUSG00000019590.17	Cyb561
ENSMUSG00000103469.2	Gm9910
ENSMUSG00000085297.2	Gm11651
ENSMUSG00000020681.15	Ace
ENSMUSG00000101605.2	Ace3
ENSMUSG00000001901.16	Kcnh6
ENSMUSG00000049354.9	Dcaf7
ENSMUSG00000085033.2	Gm11646
ENSMUSG00000085255.2	Taco1os
ENSMUSG00000001983.8	Taco1
ENSMUSG00000120843.1	Gm57364
ENSMUSG00000020700.12	Map3k3
ENSMUSG00000085229.2	Gm11672
ENSMUSG00000121066.1	Gm57402
ENSMUSG00000040699.14	Limd2
ENSMUSG00000075480.3	Gm10840
ENSMUSG00000069631.15	Strada
ENSMUSG00002076211.1	Gm56222
ENSMUSG00000078622.9	Ccdc47
ENSMUSG00000020705.7	Ddx42
ENSMUSG00000020706.14	Ftsj3
ENSMUSG00000020708.13	Psmc5
ENSMUSG00000065162.3	Gm23645
ENSMUSG00000078619.11	Smarcd2
ENSMUSG00000020712.12	Tcam1
ENSMUSG00000020713.7	Gh
ENSMUSG00000040592.12	Cd79b
ENSMUSG00000001027.8	Scn4a
ENSMUSG00000009210.11	Prr29
ENSMUSG00000001029.16	Icam2
ENSMUSG00000020715.10	Ern1
ENSMUSG00000120012.1	Gm36220
ENSMUSG00000065126.3	Snord104
ENSMUSG00002076990.1	Gm22711
ENSMUSG00000080540.4	Gm22711
ENSMUSG00000040548.17	Tex2
ENSMUSG00000020717.20	Pecam1
ENSMUSG00000040528.16	Milr1
ENSMUSG00002076787.1	Gm56259
ENSMUSG00000020718.13	Polg2
ENSMUSG00000020719.15	Ddx5
ENSMUSG00000093273.4	Mir3064
ENSMUSG00002076984.1	Gm56260
ENSMUSG00000018372.14	Cep95
ENSMUSG00000084930.2	Gm11706
ENSMUSG00000018363.18	Smurf2
ENSMUSG00002076856.1	Gm56268
ENSMUSG00000086481.3	Gm11707
ENSMUSG00000018362.15	Kpna2
ENSMUSG00000121165.1	Gm57415
ENSMUSG00000083356.2	Gm11708
ENSMUSG00000078607.7	1810010H24Rik
ENSMUSG00000040481.18	Bptf
ENSMUSG00000087596.2	Gm11715
ENSMUSG00000018433.15	Nol11
ENSMUSG00000081103.2	Rps12-ps26
ENSMUSG00000081360.2	Gm11718
ENSMUSG00000040430.19	Pitpnc1
ENSMUSG00000081995.2	Gm11719
ENSMUSG00000086298.3	Gm11716
ENSMUSG00000087683.2	Gm11712
ENSMUSG00000085245.2	Gm11713
ENSMUSG00000087113.3	Gm11714
ENSMUSG00000020720.14	Psmd12
ENSMUSG00000086442.2	Gm11722
ENSMUSG00000085864.2	C330019F10Rik
ENSMUSG00000059706.5	A830035A12Rik
ENSMUSG00000083996.2	Gm11649
ENSMUSG00000020721.17	Helz
ENSMUSG00000098497.3	Mir6932
ENSMUSG00000020722.6	Cacng1
ENSMUSG00000020723.4	Cacng4
ENSMUSG00000087184.3	Gm11650
ENSMUSG00002076694.1	Gm56293
ENSMUSG00002076898.1	Gm56294
ENSMUSG00000040373.13	Cacng5
ENSMUSG00000050965.15	Prkca
ENSMUSG00000118606.2	Gm52957
ENSMUSG00000086078.2	Gm11657
ENSMUSG00000098989.3	Mir7223
ENSMUSG00000084978.2	Gm11655
ENSMUSG00000000049.12	Apoh
ENSMUSG00000084916.2	Gm11656
ENSMUSG00000082544.2	Gm11667
ENSMUSG00000020728.18	Cep112
ENSMUSG00000086761.2	Cep112os1
ENSMUSG00000081016.2	Or51q1b-ps1
ENSMUSG00000083723.2	Rpl23a-ps14
ENSMUSG00000085811.2	Cep112it
ENSMUSG00000000142.16	Axin2
ENSMUSG00000086268.2	Gm11670
ENSMUSG00000081392.2	Gm11668
ENSMUSG00000119031.1	Gm24149
ENSMUSG00000078605.3	E030025P04Rik
ENSMUSG00000081524.4	Gm11658
ENSMUSG00000020599.14	Rgs9
ENSMUSG00000099630.2	1700096J18Rik
ENSMUSG00000056687.11	Gm11696
ENSMUSG00000020611.15	Gna13
ENSMUSG00000045065.8	9930022D16Rik
ENSMUSG00000020610.18	Amz2
ENSMUSG00000085326.2	Gm15642
ENSMUSG00000041920.15	Slc16a6
ENSMUSG00002076680.1	Gm56311
ENSMUSG00000020604.14	Arsg
